id,firstName,lastName,birthday
582,Caleb,Jamie,1905-04-19 00:00:00
583,Calhoun,Brian,1905-06-06 00:00:00
584,Calhoun,Don,1905-05-05 00:00:00
585,Calico,Tyrone,1905-06-02 00:00:00
586,Calloway,Chris,1905-05-21 00:00:00
587,Camarillo,Greg,1905-06-04 00:00:00
588,Campfield,Billy,1905-05-09 00:00:00
589,Campbell,Bob,1905-04-30 00:00:00
590,Campbell,Dan,1905-05-29 00:00:00
591,Campbell,Earl,1905-05-08 00:00:00
592,Campbell,Jason,1905-06-03 00:00:00
593,Campbell,Jeff,1905-05-21 00:00:00
594,Campbell,Kelly,1905-06-02 00:00:00
595,Campbell,Lang,1905-06-22 00:00:00
596,Campbell,Mark,1905-05-28 00:00:00
597,Campbell,Mike,1905-04-28 00:00:00
598,Campbell,Rich,1905-05-11 00:00:00
599,Campbell,Scott,1905-05-15 00:00:00
600,Campbell,Sonny,1905-05-01 00:00:00
601,Campbell,Woody,1905-04-27 00:00:00
602,Canada,Larry,1905-05-07 00:00:00
603,Canadeo,Tony,1905-04-02 00:00:00
604,Canidate,Trung,1905-05-30 00:00:00
605,Cannon,Billy,1905-04-20 00:00:00
606,Capers,Wayne,1905-05-14 00:00:00
607,Cappleman,Bill,1905-04-30 00:00:00
608,Cappadona,Bob,1905-04-25 00:00:00
609,Cappelletti,Gino,1905-04-17 00:00:00
610,Cappelletti,John,1905-05-05 00:00:00
611,Carano,Glenn,1905-05-08 00:00:00
612,Caravello,Joe,1905-05-16 00:00:00
613,Carlson,Cody,1905-05-16 00:00:00
614,Carlson,Dean,1905-05-03 00:00:00
615,Carlson,Jeff,1905-05-19 00:00:00
616,Carlton,Wray,1905-04-20 00:00:00
617,Carmichael,Al,1905-04-11 00:00:00
618,Carmichael,Harold,1905-05-02 00:00:00
619,Carolan,Brett,1905-05-24 00:00:00
620,Carothers,Don,1905-04-17 00:00:00
621,Carolan,Reggie,1905-04-22 00:00:00
622,Carpenter,Chad,1905-05-26 00:00:00
623,Carpenter,Ken,1905-04-09 00:00:00
624,Carpenter,Lew,1905-04-15 00:00:00
625,Carpenter,Preston,1905-04-17 00:00:00
626,Carpenter,Rob,1905-05-21 00:00:00
627,Carpenter,Rob,1905-05-08 00:00:00
628,Carr,David,1905-06-01 00:00:00
629,Carrier,Mark,1905-05-18 00:00:00
630,Carruth,PaulOtt,1905-05-14 00:00:00
631,Carruth,Rae,1905-05-27 00:00:00
632,Carr,Roger,1905-05-05 00:00:00
633,Carroll,Wesley,1905-05-20 00:00:00
634,Carson,Carlos,1905-05-11 00:00:00
635,Carswell,Dwayne,1905-05-25 00:00:00
636,Carson,Johnny,1905-04-13 00:00:00
637,Carson,Kern,1905-04-24 00:00:00
638,Carter,Allen,1905-05-05 00:00:00
639,Carter,Anthony,1905-05-13 00:00:00
640,Carter,Cris,1905-05-18 00:00:00
641,Carter,Dexter,1905-05-20 00:00:00
642,Carter,Drew,1905-06-03 00:00:00
643,Carter,Gerald,1905-05-10 00:00:00
644,Carter,Jason,1905-06-04 00:00:00
645,Carter,Joe,1905-05-15 00:00:00
646,Carter,Jonathan,1905-06-01 00:00:00
647,Carter,Kerry,1905-06-02 00:00:00
648,Carter,Ki-Jana,1905-05-26 00:00:00
649,Carter,Louis,1905-05-06 00:00:00
650,Carthon,Maurice,1905-05-14 00:00:00
651,Carter,Mike,1905-05-01 00:00:00
652,Carter,Pat,1905-05-19 00:00:00
653,Carter,Quincy,1905-05-30 00:00:00
654,Carthon,Ran,1900-01-00 00:00:00
655,Carter,Rodney,1905-05-17 00:00:00
656,Cartwright,Rock,1905-06-01 00:00:00
657,Carter,Tim,1905-06-01 00:00:00
658,Carter,Tony,1905-05-25 00:00:00
659,Carter,Virgil,1905-04-28 00:00:00
660,Carver,Melvin,1905-05-12 00:00:00
661,Casares,Rick,1905-04-14 00:00:00
662,Casey,Bernie,1905-04-22 00:00:00
663,Casey,Brian,1905-06-03 00:00:00
664,Case,Stoney,1905-05-25 00:00:00
665,Cash,Ataveus,1905-06-01 00:00:00
666,Cash,Keith,1905-05-22 00:00:00
667,Cash,Kerry,1905-05-22 00:00:00
668,Cason,Aveion,1905-05-30 00:00:00
669,Casper,Dave,1905-05-04 00:00:00
670,Cassady,Hopalong,1905-04-17 00:00:00
671,Cassel,Matt,1905-06-04 00:00:00
672,Cassidy,Ron,1905-05-10 00:00:00
673,Caster,Rich,1905-05-01 00:00:00
674,Cavanaugh,Matt,1905-05-09 00:00:00
675,Cavil,Kwame,1905-06-01 00:00:00
676,Cefalo,Jimmy,1905-05-09 00:00:00
677,Celeri,Bob,1905-04-10 00:00:00
678,Centers,Larry,1905-05-21 00:00:00
679,Chadwick,Jeff,1905-05-13 00:00:00
680,Chaffey,Pat,1905-05-20 00:00:00
681,Chamberlain,Byron,1905-05-24 00:00:00
682,Chambers,Chris,1905-05-31 00:00:00
683,Chamberlain,Dan,1905-04-20 00:00:00
684,Chandler,Al,1905-05-03 00:00:00
685,Chandler,Bob,1905-05-02 00:00:00
686,Chandler,Chris,1905-05-18 00:00:00
687,Chandois,Lynn,1905-04-08 00:00:00
688,Chancey,Robert,1905-06-22 00:00:00
689,Chandler,Thornton,1905-05-16 00:00:00
690,Chang,Timmy,1905-06-03 00:00:00
691,Chandler,Wes,1905-05-09 00:00:00
692,Chapman,Doug,1905-05-30 00:00:00
693,Chapman,Gil,1905-05-06 00:00:00
694,Chapman,Kory,1905-06-02 00:00:00
695,Charles,Earl,1905-06-22 00:00:00
696,Chatman,Antonio,1905-06-01 00:00:00
697,Chatman,Jesse,1905-06-01 00:00:00
698,Cherry,Matt,1905-06-03 00:00:00
699,Cherry,Mike,1905-05-26 00:00:00
700,Chesser,George,1905-04-25 00:00:00
701,Chester,Raymond,1905-05-01 00:00:00
702,Chesson,Wes,1905-05-02 00:00:00
703,Chiaverini,Darrin,1905-05-30 00:00:00
704,Childress,Brandon,1905-06-04 00:00:00
705,Childs,Henry,1905-05-04 00:00:00
706,Childress,Joe,1905-04-16 00:00:00
707,Chlebek,Ed,1905-04-23 00:00:00
708,Chmura,Mark,1905-05-22 00:00:00
709,Choboian,Max,1905-04-25 00:00:00
710,Chrebet,Wayne,1905-05-26 00:00:00
711,Christian,Bob,1905-05-21 00:00:00
712,Christy,Dick,1905-04-18 00:00:00
713,Christensen,Todd,1905-05-09 00:00:00
714,Chryplewicz,Pete,1905-05-27 00:00:00
715,Cieslak,Brad,1905-06-04 00:00:00
716,Cipa,Larry,1905-05-04 00:00:00
717,Clack,Darryl,1905-05-16 00:00:00
718,Claitt,Rickey,1905-05-10 00:00:00
719,Clancy,Jack,1905-04-27 00:00:00
720,Clark,Allan,1905-05-10 00:00:00
721,Clark,Boobie,1905-05-03 00:00:00
722,Clark,Brian,1905-06-05 00:00:00
723,Clark,Dallas,1905-06-01 00:00:00
724,Clark,Desmond,1905-05-30 00:00:00
725,Clark,Derrick,1905-05-24 00:00:00
726,Claridge,Dennis,1905-04-24 00:00:00
727,Clark,Dwight,1905-05-10 00:00:00
728,Clarke,Frank,1905-04-17 00:00:00
729,Clark,Gary,1905-05-15 00:00:00
730,Clark,Greg,1905-05-25 00:00:00
731,Clark,Howard,1905-04-18 00:00:00
732,Clark,Jared,1905-06-22 00:00:00
733,Clark,Jessie,1905-05-13 00:00:00
734,Clark,Ken,1905-05-19 00:00:00
735,Clarke,Leon,1905-04-16 00:00:00
736,Clark,Louis,1905-05-17 00:00:00
737,Clarett,Maurice,1905-06-05 00:00:00
738,Clark,Robert,1905-05-18 00:00:00
739,Clark,Wayne,1905-04-30 00:00:00
740,Clatterbuck,Bobby,1905-04-14 00:00:00
741,Clay,Hayward,1905-05-26 00:00:00
742,Clayton,Mark,1905-05-14 00:00:00
743,Clayton,Mark,1905-06-04 00:00:00
744,Clayton,Michael,1905-06-04 00:00:00
745,Cleeland,Cameron,1905-05-28 00:00:00
746,Clemens,Bob,1905-04-22 00:00:00
747,Clement,Henry,1905-04-22 00:00:00
748,Clemens,Kellen,1905-06-05 00:00:00
749,Clements,Vince,1905-05-02 00:00:00
750,Cline,Tony,1905-05-24 00:00:00
751,Cloud,Mike,1905-05-28 00:00:00
752,Clune,Don,1905-05-05 00:00:00
753,Coan,Bert,1905-04-23 00:00:00
754,Coates,Ben,1905-05-22 00:00:00
755,Cobbs,Cedric,1905-06-03 00:00:00
756,Cobb,DeAndra,1905-06-03 00:00:00
757,Cobb,Mike,1905-05-08 00:00:00
758,Cobbs,Patrick,1905-06-05 00:00:00
759,Cobb,Reggie,1905-05-21 00:00:00
760,Cobourne,Avon,1905-06-01 00:00:00
761,Cody,Mac,1905-05-25 00:00:00
762,Coffey,Junior,1905-04-25 00:00:00
763,Coffman,Paul,1905-05-09 00:00:00
764,Cogdill,Gail,1905-04-20 00:00:00
765,Coia,Angelo,1905-04-21 00:00:00
766,Colbert,Keary,1905-06-04 00:00:00
767,Colbert,Roland,1905-06-22 00:00:00
768,Colclough,Jim,1905-04-19 00:00:00
769,Coleman,Andre,1905-05-25 00:00:00
770,Cole,Chris,1905-05-30 00:00:00
771,Coleman,Chris,1905-05-30 00:00:00
772,Coleman,Clarence,1905-06-02 00:00:00
773,Coleman,Fred,1905-05-28 00:00:00
774,Coleman,KaRon,1905-05-31 00:00:00
775,Coles,Laveranues,1905-05-30 00:00:00
776,Coleman,Lincoln,1905-05-22 00:00:00
777,Cole,Linzy,1905-05-01 00:00:00
778,Coleman,Michael,1905-06-02 00:00:00
779,Coleman,Pat,1905-05-20 00:00:00
780,Coleman,Ronnie,1905-05-04 00:00:00
781,Cole,Terry,1905-04-28 00:00:00
782,Collins,Bobby,1905-05-29 00:00:00
783,Collins,Cecil,1905-05-29 00:00:00
784,Collinsworth,Cris,1905-05-12 00:00:00
785,Collins,Dwight,1905-05-14 00:00:00
786,Collins,Gary,1905-04-23 00:00:00
787,Collins,Jerome,1905-06-04 00:00:00
788,Collier,Jim,1905-04-22 00:00:00
789,Collins,Kerry,1905-05-25 00:00:00
790,Collier,Mike,1905-05-06 00:00:00
791,Collins,Ryan,1905-05-28 00:00:00
792,Collins,Shawn,1905-05-20 00:00:00
793,Collins,Sonny,1905-05-06 00:00:00
794,Collins,Todd,1905-05-24 00:00:00
795,Collins,Tony,1905-05-12 00:00:00
796,Colston,Marques,1905-06-05 00:00:00
797,Comella,Greg,1905-05-28 00:00:00
798,Compton,Dick,1905-04-23 00:00:00
799,Concannon,Jack,1905-04-26 00:00:00
800,Conerly,Charlie,1905-04-04 00:00:00
801,Conjar,Larry,1905-04-28 00:00:00
802,Conklin,Cary,1905-05-21 00:00:00
803,Conley,Steve,1905-05-02 00:00:00
804,Connell,Albert,1905-05-27 00:00:00
805,Conner,Clyde,1905-04-16 00:00:00
806,Conrad,Bobby Joe,1905-04-18 00:00:00
807,Conway,Curtis,1905-05-24 00:00:00
808,Conwell,Ernie,1905-05-25 00:00:00
809,Cook,Greg,1905-04-29 00:00:00
810,Cook,Jameel,1905-06-01 00:00:00
811,Cook,Marv,1905-05-19 00:00:00
812,Coolbaugh,Bob,1905-04-22 00:00:00
813,Cooley,Chris,1905-06-04 00:00:00
814,Cooper,Adrian,1905-05-21 00:00:00
815,Cooper,Andre,1905-05-28 00:00:00
816,Cooper,Bill,1905-04-22 00:00:00
817,Cooper,Earl,1905-05-10 00:00:00
818,Cooper,Rafael,1905-05-28 00:00:00
819,Cooper,Thurlow,1905-04-16 00:00:00
820,Copeland,Horace,1905-05-24 00:00:00
821,Copeland,Russell,1905-05-24 00:00:00
822,Copper,Terrance,1905-06-04 00:00:00
823,Corbett,James,1905-05-08 00:00:00
824,Corcoran,King,1905-04-26 00:00:00
825,Coronado,Bob,1905-04-19 00:00:00
826,Cosbie,Doug,1905-05-09 00:00:00
827,Coslet,Bruce,1905-04-29 00:00:00
828,Costa,Paul,1905-04-24 00:00:00
829,Cotchery,Jerricho,1905-06-04 00:00:00
830,Cothran,Jeff,1905-05-24 00:00:00
831,Cotton,Craig,1905-04-30 00:00:00
832,Cotton,Kenyon,1905-05-27 00:00:00
833,Couch,Tim,1905-05-30 00:00:00
834,Counts,Johnny,1905-04-22 00:00:00
835,Covington,Scott,1905-05-29 00:00:00
836,Cox,Aaron,1905-05-18 00:00:00
837,Cox,Arthur,1905-05-14 00:00:00
838,Cox,D.D.,1905-06-22 00:00:00
839,Cox,Jim,1905-04-29 00:00:00
840,Crabtree,Eric,1905-04-27 00:00:00
841,Craddock,Nate,1905-04-23 00:00:00
842,Craft,Donnie,1905-05-12 00:00:00
843,Crafts,Jonas,1905-06-03 00:00:00
844,Craig,Dameyune,1905-05-27 00:00:00
845,Craig,Dobie,1905-04-21 00:00:00
846,Craig,Reggie,1905-05-06 00:00:00
847,Craig,Roger,1905-05-13 00:00:00
848,Craig,Steve,1905-05-04 00:00:00
849,Cramer,Casey,1905-06-04 00:00:00
850,Craver,Aaron,1905-05-21 00:00:00
851,Crawford,Casey,1905-05-30 00:00:00
852,Crawford,Charles,1905-05-17 00:00:00
853,Crawford,Jim,1905-04-18 00:00:00
854,Crawford,Keith,1905-05-23 00:00:00
855,Crayton,Patrick,1905-06-01 00:00:00
856,Crenshaw,Willis,1905-04-24 00:00:00
857,Crespino,Bob,1905-04-21 00:00:00
858,Cribbs,Joe,1905-05-11 00:00:00
859,Cribbs,Josh,1905-06-22 00:00:00
860,Crittenden,Ray,1905-05-23 00:00:00
861,Crockett,Bobby,1905-04-26 00:00:00
862,Crockett,Monte,1905-04-21 00:00:00
863,Crockett,Zack,1905-05-25 00:00:00
864,Cronin,Bill,1905-04-26 00:00:00
865,Croom,Corey,1905-05-24 00:00:00
866,Croom,Larry,1905-06-03 00:00:00
867,Cropper,Marshall,1905-04-27 00:00:00
868,Cross,Garrett,1905-06-04 00:00:00
869,Cross,Howard,1905-05-20 00:00:00
870,Crosswhite,Leon,1905-05-04 00:00:00
871,Crosby,Phillip,1905-05-29 00:00:00
872,Crosby,Roscoe,1905-06-05 00:00:00
873,Crosby,Steve,1905-05-03 00:00:00
874,Crouthamel,Jake,1905-04-21 00:00:00
875,Crouse,Ray,1905-05-12 00:00:00
876,Crowell,Germane,1905-05-29 00:00:00
877,Crow,John David,1905-04-18 00:00:00
878,Crowe,Larry,1905-05-03 00:00:00
879,Crowder,Tom,1905-06-03 00:00:00
880,Crow,Wayne,1905-04-21 00:00:00
881,Croyle,Brodie,1905-06-05 00:00:00
882,Crumpler,Alge,1905-05-30 00:00:00
883,Crumpler,Carlester,1905-05-24 00:00:00
884,Crump,Harry,1905-04-23 00:00:00
885,Crutchfield,Dwayne,1905-05-12 00:00:00
886,Cruz,Ronnie,1905-06-22 00:00:00
887,Csonka,Larry,1905-04-29 00:00:00
888,Cucci,Stephen,1905-06-03 00:00:00
889,Culbreath,Jim,1905-05-05 00:00:00
890,Cullors,Derrick,1905-05-25 00:00:00
891,Culpepper,Daunte,1905-05-30 00:00:00
892,Culver,Rodney,1905-05-22 00:00:00
893,Cunningham,Bennie,1905-05-07 00:00:00
894,Cunningham,Doug,1905-04-28 00:00:00
895,Cunningham,Jim,1905-04-22 00:00:00
896,Cunningham,Randall,1905-05-16 00:00:00
897,Cunningham,Sam,1905-05-03 00:00:00
898,Cuozzo,Gary,1905-04-24 00:00:00
899,Cureton,Will,1905-05-03 00:00:00
900,Curley,Dan,1905-05-31 00:00:00
901,Currie,Airese,1905-06-04 00:00:00
902,Curran,Pat,1905-04-28 00:00:00
903,Curry,Roy,1905-04-22 00:00:00
904,Curry,Ronald,1905-06-01 00:00:00
905,Curtis,Isaac,1905-05-03 00:00:00
906,Curtis,Kevin,1905-05-31 00:00:00
907,Curtis,Tony,1905-06-05 00:00:00
908,Cushing,Matt,1905-05-28 00:00:00
909,Cutler,Jay,1905-06-05 00:00:00
910,Daanen,Jerry,1905-04-27 00:00:00
911,Dale,Carroll,1905-04-21 00:00:00
912,Daniels,Clem,1905-04-20 00:00:00
913,Daniels,David,1905-05-22 00:00:00
914,Danielson,Gary,1905-05-04 00:00:00
915,Daniels,Owen,1905-06-04 00:00:00
916,Dantzler,Woodrow,1905-06-01 00:00:00
917,Darkins,Chris,1905-05-27 00:00:00
918,Darling,Devard,1905-06-04 00:00:00
919,Darnall,Bill,1905-04-27 00:00:00
920,Darragh,Dan,1905-04-29 00:00:00
921,Dar Dar,Kirby,1905-05-25 00:00:00
922,Davenport,Charles,1905-05-21 00:00:00
923,Davenport,Joe,1905-05-29 00:00:00
924,Davenport,Najeh,1905-06-01 00:00:00
925,Davenport,Ron,1905-05-15 00:00:00
926,Davey,Rohan,1905-05-31 00:00:00
927,Davis,Anthony,1905-05-05 00:00:00
928,Davis,Andre,1905-06-01 00:00:00
929,Davis,Anthony,1905-06-04 00:00:00
930,Davis,Billy,1905-05-25 00:00:00
931,Davis,Bob,1905-04-28 00:00:00
932,Davis,Carey,1905-06-03 00:00:00
933,Davis,Charlie,1905-05-05 00:00:00
934,Davis,Clarence,1905-05-02 00:00:00
935,Davidson,Cotton,1905-04-14 00:00:00
936,Davis,Dave,1905-05-01 00:00:00
937,Davis,Dick,1905-04-29 00:00:00
938,Davis,Donnie,1905-04-23 00:00:00
939,Williams,Domanick,1905-06-02 00:00:00
940,Davis,Gary,1905-05-07 00:00:00
941,Davis,Glenn,1905-04-17 00:00:00
942,Davis,Glenn,1905-04-07 00:00:00
943,Davis,Harrison,1905-05-05 00:00:00
944,Davis,Jabari,1905-06-22 00:00:00
945,Davis,John,1905-05-26 00:00:00
946,Davis,Johnny,1905-05-09 00:00:00
947,Davis,Josh,1905-06-02 00:00:00
948,Davis,Kenneth,1905-05-15 00:00:00
949,Davis,Nick,1905-06-01 00:00:00
950,Davis,Rashied,1905-06-01 00:00:00
951,Davis,Reggie,1905-05-29 00:00:00
952,Davis,Russell,1905-05-09 00:00:00
953,Davis,Shockmain,1905-05-30 00:00:00
954,Davis,Sonny,1905-05-01 00:00:00
955,Davis,Stephen,1905-05-27 00:00:00
956,Davis,Steve,1905-05-01 00:00:00
957,Davis,Stan,1905-05-03 00:00:00
958,Davis,Terrell,1905-05-25 00:00:00
959,Davis,Thabiti,1905-05-28 00:00:00
960,Davis,Tony,1905-05-06 00:00:00
961,Davis,Troy,1905-05-28 00:00:00
962,Davis,Tyrone,1905-05-25 00:00:00
963,Davis,Vernon,1905-06-06 00:00:00
964,Davis,Wendell,1905-05-19 00:00:00
965,Davis,Willie,1905-05-20 00:00:00
966,Davis,Zola,1905-05-28 00:00:00
967,Dawkins,Dale,1905-05-19 00:00:00
968,Dawkins,Joe,1905-05-01 00:00:00
969,Dawkins,Julius,1905-05-14 00:00:00
970,Dawkins,Sean,1905-05-24 00:00:00
971,Dawson,JaJuan,1905-05-30 00:00:00
972,Dawsey,Lawrence,1905-05-20 00:00:00
973,Dawson,Lake,1905-05-25 00:00:00
974,Dawson,Len,1905-04-18 00:00:00
975,Dawson,Lin,1905-05-12 00:00:00
976,Dawson,Rhett,1905-05-01 00:00:00
977,Dayne,Ron,1905-05-31 00:00:00
978,Day,Eagle,1905-04-15 00:00:00
979,Dean,Randy,1905-05-08 00:00:00
980,Dean,Ted,1905-04-21 00:00:00
981,Dearth,James,1905-05-29 00:00:00
982,Deberg,Steve,1905-05-07 00:00:00
983,DeCarlo,Art,1905-04-14 00:00:00
984,DeGrenier,Jack,1905-05-04 00:00:00
985,Delaney,Joe,1905-05-11 00:00:00
986,DelGaizo,Jim,1905-04-30 00:00:00
987,Delhomme,Jake,1905-05-28 00:00:00
988,DeLong,Greg,1905-05-26 00:00:00
989,Deloplaine,Jack,1905-05-07 00:00:00
990,Delpino,Robert,1905-05-18 00:00:00
991,Demory,Bill,1905-05-03 00:00:00
992,Denney,Austin,1905-04-27 00:00:00
993,Dennison,Doug,1905-05-04 00:00:00
994,Denny,Earl,1905-04-28 00:00:00
995,Dennison,Glenn,1905-05-14 00:00:00
996,Dennis,Mike,1905-04-27 00:00:00
997,Dennard,Preston,1905-05-08 00:00:00
998,Denson,Al,1905-04-25 00:00:00
999,Denson,Autry,1905-05-29 00:00:00
1000,Denson,Moses,1905-04-27 00:00:00
1001,DeRamus,Lee,1905-05-25 00:00:00
1002,Detmer,Koy,1905-05-26 00:00:00
1003,Detmer,Ty,1905-05-20 00:00:00
1004,Devoe,Todd,1905-06-22 00:00:00
1005,Dewveal,Willard,1905-04-19 00:00:00
1006,Dial,Benjy,1905-04-26 00:00:00
1007,Dial,Buddy,1905-04-20 00:00:00
1008,Diamond,Lorenzo,1905-05-31 00:00:00
1009,Diana,Rich,1905-05-13 00:00:00
1010,Dibble,Dorne,1905-04-12 00:00:00
1011,Dickinson,Bo,1905-04-18 00:00:00
1012,Dickey,Curtis,1905-05-09 00:00:00
1013,Dickey,Eldridge,1905-04-28 00:00:00
1014,Dickerson,Eric,1905-05-13 00:00:00
1015,Dickerson,Kori,1905-05-31 00:00:00
1016,Dickey,Lynn,1905-05-02 00:00:00
1017,Dickinson,Parnell,1905-05-06 00:00:00
1018,Dicus,Chuck,1905-05-01 00:00:00
1019,Didier,Clint,1905-05-12 00:00:00
1020,Diedrick,Dahrran,1905-06-01 00:00:00
1021,Dierking,Scott,1905-05-08 00:00:00
1022,Diggs,Shelton,1905-05-08 00:00:00
1023,Dilfer,Trent,1905-05-25 00:00:00
1024,Dilger,Ken,1905-05-24 00:00:00
1025,Dillon,Corey,1905-05-27 00:00:00
1026,Dils,Steve,1905-05-08 00:00:00
1027,Dilweg,Anthony,1905-05-18 00:00:00
1028,Dimitroff,Tom,1905-04-18 00:00:00
1029,Dingle,Mike,1905-05-22 00:00:00
1030,Dinkins,Darnell,1905-05-30 00:00:00
1031,Ditka,Mike,1905-04-22 00:00:00
1032,Dittoe,Chris,1905-05-26 00:00:00
1033,Divito,Joe,1905-04-28 00:00:00
1034,Dixon,Al,1905-05-07 00:00:00
1035,Dixon,Floyd,1905-05-17 00:00:00
1036,Dixon,Hewritt,1905-04-23 00:00:00
1037,Dixon,James,1905-05-20 00:00:00
1038,Dixon,Ron,1905-05-29 00:00:00
1039,Dixon,Zachary,1905-05-09 00:00:00
1040,Dodd,Al,1905-04-28 00:00:00
1041,Doering,Chris,1905-05-26 00:00:00
1042,Dolbin,Jack,1905-05-01 00:00:00
1043,Doman,Brandon,1905-05-29 00:00:00
1044,Dominguez,Matt,1905-05-31 00:00:00
1045,Domres,Marty,1905-04-30 00:00:00
1046,Donaldson,Gene,1905-04-25 00:00:00
1047,Donahue,Oscar,1905-04-20 00:00:00
1048,Donckers,Bill,1905-05-04 00:00:00
1049,Donley,Doug,1905-05-12 00:00:00
1050,Donohoe,Mike,1905-04-28 00:00:00
1051,Dooley,Jim,1905-04-13 00:00:00
1052,Doornink,Dan,1905-05-09 00:00:00
1053,Doran,Jim,1905-04-10 00:00:00
1054,Dorow,Al,1905-04-12 00:00:00
1055,Dorsey,DeDe,1905-06-06 00:00:00
1056,Dorsey,Dick,1905-04-19 00:00:00
1057,Dorsey,Ken,1905-06-03 00:00:00
1058,Dorsey,Larry,1905-05-06 00:00:00
1059,Dorsett,Tony,1905-05-07 00:00:00
1060,Dottley,John,1905-04-11 00:00:00
1061,Douglass,Bobby,1905-04-30 00:00:00
1062,Douglas,Dameane,1905-05-29 00:00:00
1063,Douglas,Freddie,1905-05-07 00:00:00
1064,Doughty,Glenn,1905-04-30 00:00:00
1065,Douglas,Merrill,1905-04-19 00:00:00
1066,Douglas,Robert,1905-06-22 00:00:00
1067,Dowdell,Marcus,1905-05-23 00:00:00
1068,Dowler,Boyd,1905-04-20 00:00:00
1069,Dowling,Brian,1905-04-30 00:00:00
1070,Downs,Gary,1905-05-25 00:00:00
1071,Doxzon,Todd,1905-05-28 00:00:00
1072,Dozier,DJ,1905-05-18 00:00:00
1073,Dragon,Oscar,1905-05-03 00:00:00
1074,Dragos,Scott,1905-05-28 00:00:00
1075,Drayton,Troy,1905-05-23 00:00:00
1076,Dreessen,Joel,1905-06-04 00:00:00
1077,Dressel,Chris,1905-05-14 00:00:00
1078,Dressler,Doug,1905-05-01 00:00:00
1079,Jones-Drew,Maurice,1905-06-07 00:00:00
1080,Drewrey,Willie,1905-05-16 00:00:00
1081,Driver,Donald,1905-05-28 00:00:00
1082,Droughns,Reuben,1905-05-31 00:00:00
1083,Druckenmiller,Jim,1905-05-25 00:00:00
1084,Drummond,Eddie,1905-06-02 00:00:00
1085,Drummond,Robert,1905-05-20 00:00:00
1086,Dubenion,Elbert,1905-04-16 00:00:00
1087,Dublinski,Tom,1905-04-13 00:00:00
1088,Dubose,Doug,1905-05-17 00:00:00
1089,Dubose,Jimmy,1905-05-07 00:00:00
1090,Duckworth,Bobby,1905-05-11 00:00:00
1091,Duckett,Kenny,1905-05-12 00:00:00
1092,Duckett,T.J.,1905-06-03 00:00:00
1093,Dudley,Bill,1905-04-02 00:00:00
1094,Dudley,Kevin,1905-06-04 00:00:00
1095,Dudley,Paul,1905-04-22 00:00:00
1096,Dudley,Rickey,1905-05-25 00:00:00
1097,Dufek,Joe,1905-05-14 00:00:00
1098,Dugan,Fred,1905-04-16 00:00:00
1099,Dugan,Jeff,1905-06-03 00:00:00
1100,Dugans,Ron,1905-05-30 00:00:00
1101,Duhon,Bobby,1905-04-29 00:00:00
1102,Dukes,Chad,1905-05-24 00:00:00
1103,Duke,Wesley,1900-01-00 00:00:00
1104,Dulaney,Mike,1905-05-23 00:00:00
1105,Dunbar,Jubilee,1905-05-02 00:00:00
1106,Dunbar,Vaughn,1905-05-21 00:00:00
1107,Duncan,Brian,1905-05-05 00:00:00
1108,Duncan,Curtis,1905-05-18 00:00:00
1109,Duncan,Randy,1905-04-20 00:00:00
1110,Dunn,David,1905-05-25 00:00:00
1111,Dunn,Damon,1905-05-29 00:00:00
1112,Dunn,Jason,1905-05-26 00:00:00
1113,Dunn,KD,1905-05-16 00:00:00
1114,Dunn,Perry Lee,1905-04-24 00:00:00
1115,Dunn,Warrick,1905-05-28 00:00:00
1116,Dunsmore,Pat,1905-05-10 00:00:00
1117,Dupard,Reggie,1905-05-16 00:00:00
1118,Duper,Mark,1905-05-12 00:00:00
1119,Dupree,Billy Joe,1905-05-03 00:00:00
1120,Dupre,L.G.,1905-04-15 00:00:00
1121,Dupree,Marcus,1905-05-17 00:00:00
1122,Durant,Darian,1905-06-04 00:00:00
1123,Dusenbery,Bill,1905-05-01 00:00:00
1124,Dwight,Tim,1905-05-28 00:00:00
1125,Dyal,Mike,1905-05-19 00:00:00
1126,Dyer,Deon,1905-05-30 00:00:00
1127,Dyer,Henry,1905-04-28 00:00:00
1128,Dykes,HartLee,1905-05-19 00:00:00
1129,Dyson,Kevin,1905-05-28 00:00:00
1130,Early,Quinn,1905-05-18 00:00:00
1131,Earl,Robin,1905-05-08 00:00:00
1132,Easlick,Doug,1905-06-02 00:00:00
1133,Easley,Walt,1905-05-10 00:00:00
1134,Eason,Tony,1905-05-12 00:00:00
1135,Easy,Omar,1905-05-30 00:00:00
1136,Eber,Rick,1905-04-28 00:00:00
1137,Echemandu,Adimchinobe,1905-06-02 00:00:00
1138,Eckel,Kyle,1905-06-22 00:00:00
1139,Eckwood,Jerry,1905-05-07 00:00:00
1140,Eddings,Floyd,1905-05-11 00:00:00
1141,Eddy,Nick,1905-04-27 00:00:00
1142,Edmonds,Bobby Joe,1905-05-17 00:00:00
1143,Edmunds,Ferrell,1905-05-18 00:00:00
1144,Edwards,Al,1905-05-20 00:00:00
1145,Edwards,Anthony,1905-05-19 00:00:00
1146,Edwards,Braylon,1905-06-05 00:00:00
1147,Edwards,Cid,1905-04-26 00:00:00
1148,Edwards,Dan,1905-04-09 00:00:00
1149,Edwards,Emmett,1905-05-05 00:00:00
1150,Edwards,Eric,1905-06-02 00:00:00
